College_ID,IQ,Previous_Sem_Percentage,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Project_Count,Placement,Average_Score
CLG0039,115,5.96,6.34,8,0,8,2,2,Placed,42.43
CLG0061,109,8.44,8.75,8,0,10,7,0,Not Placed,42.06
CLG0052,110,6.36,5.94,8,0,5,10,2,Placed,40.77
CLG0068,79,9.16,8.86,8,0,8,3,3,Not Placed,32.34
CLG0068,118,5.42,5.58,7,0,4,7,0,Not Placed,43.0
CLG0073,103,8.87,8.81,6,0,8,7,1,Placed,40.23
CLG0078,94,5.5,5.29,7,0,8,9,5,Not Placed,34.93
CLG0042,102,9.41,9.33,5,0,0,4,3,Not Placed,40.25
CLG0090,73,6.52,6.47,8,0,8,4,2,Not Placed,28.66
CLG0067,106,8.27,8.68,2,0,6,1,4,Placed,40.98
CLG0096,84,7.44,7.04,5,0,10,6,1,Not Placed,32.83
CLG0075,79,6.83,6.61,7,0,7,6,0,Not Placed,30.81
CLG0051,77,8.23,8.27,9,0,2,7,3,Placed,31.17
CLG0003,116,9.74,9.94,10,0,0,9,4,Placed,45.23
CLG0013,90,5.21,5.34,1,0,3,10,4,Not Placed,33.52
CLG0013,123,9.59,10.03,9,0,0,10,2,Not Placed,47.54
CLG0061,91,8.05,8.35,3,0,0,10,5,Not Placed,35.8
CLG0024,74,9.04,9.1,1,0,3,9,4,Not Placed,30.71
CLG0020,83,6.92,6.63,7,0,7,5,2,Not Placed,32.18
CLG0074,118,7.36,7.31,3,0,0,2,0,Not Placed,44.22
CLG0087,97,9.34,9.53,8,0,9,1,3,Placed,38.62
CLG0097,91,7.07,7.41,2,0,9,2,0,Placed,35.16
CLG0055,102,7.67,8.13,4,0,8,2,5,Not Placed,39.27
CLG0035,107,5.1,5.21,2,0,5,1,2,Not Placed,39.1
CLG0078,116,5.79,5.82,4,0,4,8,0,Placed,42.54
CLG0080,121,8.21,7.73,1,0,8,3,3,Not Placed,45.65
CLG0030,94,8.58,8.15,10,0,8,10,3,Placed,36.91
CLG0083,80,7.91,7.57,5,0,8,10,4,Not Placed,31.83
CLG0033,93,5.72,5.27,3,0,2,8,5,Placed,34.66
CLG0041,103,7.23,7.13,9,0,7,6,2,Placed,39.12
CLG0066,85,6.78,6.62,4,0,9,1,0,Not Placed,32.8
CLG0049,85,7.48,7.62,6,0,3,7,4,Not Placed,33.37
CLG0008,105,9.35,9.39,9,0,3,3,4,Not Placed,41.25
CLG0084,99,8.88,8.98,2,0,6,9,0,Placed,38.95
CLG0003,100,5.42,5.39,7,0,7,9,2,Placed,36.94
CLG0085,88,9.45,9.23,3,0,3,4,2,Not Placed,35.56
CLG0065,96,7.36,7.81,1,0,10,2,5,Placed,37.06
CLG0085,86,8.72,8.31,9,0,9,10,3,Placed,34.34
CLG0072,113,5.7,6.14,9,0,5,9,2,Placed,41.61
CLG0002,115,8.35,8.16,4,0,0,5,4,Not Placed,43.84
CLG0087,72,6.18,6.19,9,0,1,8,3,Not Placed,28.12
CLG0041,86,7.19,6.8,7,0,4,9,1,Placed,33.33
CLG0053,77,5.08,4.65,4,0,3,1,3,Placed,28.91
CLG0075,90,5.76,5.69,2,0,2,3,4,Not Placed,33.82
CLG0016,98,5.46,5.7,5,0,10,7,5,Not Placed,36.39
CLG0009,78,6.2,5.97,8,0,5,2,0,Placed,30.06
CLG0096,86,5.5,5.56,10,0,9,4,0,Placed,32.35
CLG0039,84,8.46,8.24,10,0,5,4,5,Not Placed,33.57
CLG0064,103,5.15,5.04,6,0,10,7,5,Not Placed,37.73
CLG0036,101,8.09,8.5,5,0,9,2,0,Not Placed,39.2
CLG0023,89,5.7,6.06,4,0,7,8,4,Placed,33.59
CLG0047,102,9.73,9.75,6,0,1,8,5,Not Placed,40.49
CLG0049,91,9.67,9.41,3,0,6,6,3,Placed,36.69
CLG0055,95,6.13,5.82,2,0,6,4,0,Placed,35.65
CLG0094,125,8.07,8.52,1,0,1,2,2,Placed,47.2
CLG0010,120,5.14,4.84,9,0,5,3,1,Not Placed,43.33
CLG0063,80,9.66,9.97,1,0,4,3,0,Not Placed,33.21
CLG0095,112,7.61,7.48,4,0,1,3,5,Not Placed,42.36
CLG0026,112,5.22,5.71,6,0,8,4,0,Not Placed,40.98
CLG0048,82,6.71,6.58,9,0,7,7,1,Placed,31.76
CLG0030,112,5.38,5.23,4,0,6,9,2,Not Placed,40.87
CLG0002,123,6.96,7.1,7,0,5,10,1,Placed,45.69
CLG0029,83,8.35,8.81,7,0,4,4,0,Not Placed,33.39
CLG0054,86,7.35,7.83,6,0,8,7,0,Not Placed,33.73
CLG0032,115,6.92,7.13,9,0,4,10,3,Not Placed,43.02
CLG0038,104,5.6,5.85,10,0,5,6,5,Placed,38.48
CLG0021,108,6.22,6.28,7,0,2,10,4,Not Placed,40.17
CLG0027,105,5.5,5.76,3,0,8,9,3,Placed,38.75
CLG0088,105,9.04,9.4,6,0,10,8,3,Placed,41.15
CLG0034,80,5.68,5.67,7,0,7,2,3,Not Placed,30.45
CLG0023,115,7.98,8.1,7,0,8,3,3,Placed,43.69
CLG0078,117,6.71,6.75,6,0,0,6,3,Not Placed,43.49
CLG0039,96,6.13,6.19,3,0,0,5,2,Placed,36.11
CLG0069,99,8.2,8.59,6,0,1,2,5,Not Placed,38.6
CLG0073,77,7.29,7.15,2,0,3,2,4,Not Placed,30.48
CLG0045,107,7.0,6.71,10,0,9,5,4,Placed,40.24
CLG0063,108,7.96,7.92,1,0,4,5,5,Placed,41.29
CLG0008,99,7.46,7.17,8,0,6,1,4,Not Placed,37.88
CLG0007,116,6.52,6.52,3,0,3,10,2,Not Placed,43.01
CLG0030,94,7.8,8.2,8,0,0,3,2,Not Placed,36.67
CLG0012,108,8.35,8.47,3,0,7,9,5,Not Placed,41.61
CLG0020,84,5.13,5.49,2,0,10,10,2,Placed,31.54
CLG0064,99,7.33,7.0,8,0,2,3,0,Placed,37.78
CLG0029,97,5.29,5.69,3,0,8,6,4,Placed,35.99
CLG0055,103,5.93,6.03,8,0,1,6,1,Placed,38.32
CLG0012,94,7.8,7.33,2,0,10,2,3,Placed,36.38
CLG0084,98,9.33,9.46,4,0,0,7,0,Not Placed,38.93
CLG0022,112,9.41,9.86,9,0,9,9,0,Placed,43.76
CLG0023,93,5.35,4.93,1,0,7,9,3,Placed,34.43
CLG0048,75,7.1,7.18,2,0,2,8,0,Not Placed,29.76
CLG0045,126,7.92,8.34,2,0,0,5,2,Placed,47.42
CLG0026,120,5.74,5.25,9,0,10,8,0,Placed,43.66
CLG0028,80,8.83,8.96,10,0,2,9,4,Placed,32.6
CLG0055,110,8.72,8.69,5,0,7,1,4,Placed,42.47
CLG0073,92,9.52,9.37,4,0,10,1,5,Placed,36.96
CLG0069,103,5.04,5.17,10,0,3,5,5,Not Placed,37.74
CLG0002,104,6.08,5.63,10,0,9,7,1,Placed,38.57
CLG0028,96,9.14,9.39,4,0,10,9,4,Placed,38.18
CLG0077,88,8.35,7.85,7,0,6,9,3,Not Placed,34.73
CLG0079,89,9.47,9.28,3,0,7,3,3,Placed,35.92
CLG0053,86,5.29,5.29,9,0,6,1,4,Not Placed,32.19
CLG0014,87,7.98,7.86,5,0,0,3,2,Not Placed,34.28
CLG0046,98,7.85,7.66,9,0,3,8,4,Not Placed,37.84
CLG0078,89,5.18,5.51,1,0,9,7,2,Placed,33.23
CLG0067,110,7.57,8.0,10,0,8,5,5,Placed,41.86
CLG0074,122,8.05,8.42,8,0,6,10,3,Placed,46.16
CLG0070,91,5.96,5.98,2,0,0,9,4,Placed,34.31
CLG0020,103,6.37,6.75,8,0,7,4,5,Placed,38.71
CLG0035,107,8.2,8.62,4,0,3,6,1,Placed,41.27
CLG0048,107,7.34,7.25,2,0,6,5,3,Placed,40.53
CLG0043,101,9.29,9.07,2,0,5,6,1,Not Placed,39.79
CLG0020,111,6.71,6.31,6,0,6,4,3,Placed,41.34
CLG0056,107,6.33,6.31,3,0,9,3,0,Placed,39.88
CLG0003,81,9.92,10.37,10,0,9,5,5,Not Placed,33.76
CLG0068,113,9.56,9.62,3,0,0,5,0,Not Placed,44.06
CLG0011,113,5.14,5.31,9,0,5,2,0,Not Placed,41.15
CLG0062,88,8.85,8.46,5,0,2,10,1,Placed,35.1
CLG0061,100,5.55,5.19,7,0,9,4,2,Placed,36.91
CLG0095,110,5.14,5.1,5,0,3,3,3,Not Placed,40.08
CLG0058,96,6.37,6.82,2,0,0,7,0,Placed,36.4
CLG0029,116,6.35,6.21,8,0,9,5,1,Placed,42.85
CLG0038,135,9.1,9.48,9,0,7,6,3,Not Placed,51.19
CLG0084,88,8.55,8.17,2,0,1,7,0,Placed,34.91
CLG0088,79,9.91,10.03,2,0,2,2,0,Not Placed,32.98
CLG0087,104,8.56,8.66,4,0,6,10,0,Placed,40.41
CLG0022,110,7.09,7.45,8,0,1,4,1,Placed,41.51
CLG0086,96,8.49,7.99,5,0,3,6,2,Placed,37.49
CLG0041,121,10.0,9.69,5,0,6,3,5,Placed,46.9
CLG0084,79,8.55,8.27,7,0,2,6,5,Placed,31.94
CLG0063,110,8.81,9.26,4,0,1,10,0,Placed,42.69
CLG0038,90,9.69,9.34,9,0,7,1,0,Placed,36.34
CLG0050,125,5.57,5.11,4,0,1,8,2,Placed,45.23
CLG0007,129,8.52,8.55,8,0,9,10,5,Placed,48.69
CLG0024,88,9.25,9.28,3,0,6,5,2,Placed,35.51
CLG0046,91,9.77,10.11,6,0,10,1,4,Not Placed,36.96
CLG0025,112,6.05,6.5,1,0,2,10,0,Not Placed,41.52
CLG0078,94,7.52,7.56,7,0,3,10,5,Placed,36.36
CLG0029,99,8.4,8.83,7,0,5,1,3,Placed,38.74
CLG0067,100,6.24,6.47,2,0,10,10,4,Not Placed,37.57
CLG0093,71,8.0,7.76,5,0,2,3,3,Not Placed,28.92
CLG0080,99,6.29,6.72,4,0,0,6,2,Not Placed,37.34
CLG0085,89,6.67,6.84,10,0,7,2,5,Not Placed,34.17
CLG0022,92,7.21,7.12,9,0,3,8,4,Not Placed,35.44
CLG0085,121,7.65,7.83,2,0,0,10,1,Not Placed,45.49
CLG0086,81,7.25,7.15,3,0,1,7,4,Placed,31.8
CLG0009,112,7.47,7.08,1,0,5,2,4,Not Placed,42.18
CLG0087,95,6.49,6.71,10,0,0,1,2,Not Placed,36.07
CLG0049,95,5.79,6.11,5,0,8,7,0,Placed,35.63
CLG0073,111,5.24,5.47,3,0,6,7,2,Not Placed,40.57
CLG0096,105,5.98,5.71,4,0,7,3,2,Not Placed,38.9
CLG0036,108,7.91,8.37,4,0,7,10,2,Not Placed,41.43
CLG0100,114,8.93,8.46,6,0,5,8,3,Placed,43.8
CLG0005,95,5.85,5.68,10,0,7,8,5,Placed,35.51
CLG0090,90,5.54,5.3,7,0,6,5,1,Placed,33.61
CLG0004,83,8.75,8.3,7,0,0,7,3,Placed,33.35
CLG0024,87,6.53,6.44,8,0,2,3,4,Not Placed,33.32
CLG0041,144,9.76,9.88,3,0,8,6,2,Placed,54.55
CLG0014,118,8.57,8.95,5,0,7,3,5,Placed,45.17
CLG0091,79,6.63,7.12,10,0,4,9,0,Placed,30.92
CLG0012,80,6.45,6.76,6,0,0,7,2,Placed,31.07
CLG0082,107,7.62,7.59,6,0,1,1,3,Not Placed,40.74
CLG0044,108,5.4,5.62,8,0,9,8,5,Placed,39.67
CLG0009,108,5.59,5.93,5,0,9,9,1,Not Placed,39.84
CLG0066,96,5.88,5.85,5,0,8,10,3,Placed,35.91
CLG0038,98,8.87,9.16,1,0,9,2,2,Placed,38.68
CLG0096,104,7.57,7.55,1,0,7,1,5,Placed,39.71
CLG0077,101,5.05,4.94,6,0,8,4,1,Placed,37.0
CLG0057,66,8.37,8.4,10,0,1,9,0,Not Placed,27.59
CLG0047,96,7.12,7.3,10,0,2,6,3,Not Placed,36.81
CLG0055,87,7.55,7.78,5,0,2,10,5,Not Placed,34.11
CLG0088,102,6.07,5.93,10,0,0,8,3,Not Placed,38.0
CLG0002,144,7.76,7.83,6,0,1,7,5,Not Placed,53.2
CLG0083,105,9.9,10.31,9,0,9,5,4,Not Placed,41.74
CLG0018,95,5.37,5.85,8,0,4,5,5,Placed,35.41
CLG0066,113,6.42,6.15,7,0,6,6,1,Not Placed,41.86
CLG0090,107,6.21,5.9,7,0,5,6,3,Not Placed,39.7
CLG0057,106,6.24,6.42,6,0,1,5,4,Not Placed,39.55
CLG0064,109,6.89,6.8,6,0,7,8,0,Not Placed,40.9
CLG0088,130,9.09,8.61,1,0,3,3,5,Placed,49.23
CLG0027,83,9.56,9.41,7,0,10,9,3,Placed,33.99
CLG0053,107,6.01,6.32,5,0,1,5,3,Not Placed,39.78
CLG0059,86,7.71,8.01,7,0,3,9,2,Placed,33.91
CLG0029,108,8.18,8.17,6,0,7,5,3,Placed,41.45
CLG0072,86,7.61,7.58,8,0,0,3,0,Not Placed,33.73
CLG0095,93,7.17,7.25,3,0,10,9,5,Not Placed,35.81
CLG0098,95,5.96,5.68,8,0,8,2,4,Placed,35.55
CLG0014,114,7.44,7.47,7,0,7,5,5,Not Placed,42.97
CLG0068,113,7.01,6.52,1,0,7,3,1,Not Placed,42.18
CLG0043,81,8.98,8.96,3,0,9,7,0,Placed,32.98
CLG0029,100,8.82,8.66,10,0,8,4,1,Not Placed,39.16
CLG0057,89,5.67,5.84,4,0,6,8,0,Placed,33.5
CLG0033,81,5.44,5.58,9,0,10,1,5,Not Placed,30.67
CLG0021,96,9.54,9.42,6,0,8,5,5,Not Placed,38.32
CLG0041,95,7.68,7.19,7,0,0,8,4,Placed,36.62
CLG0001,136,9.29,9.04,5,0,0,2,2,Not Placed,51.44
CLG0027,106,5.29,5.42,3,0,3,6,4,Not Placed,38.9
CLG0002,79,7.63,7.2,5,0,1,7,5,Placed,31.28
CLG0064,91,7.7,7.31,7,0,7,6,1,Not Placed,35.34
CLG0051,115,9.3,9.45,9,0,0,10,1,Not Placed,44.58
CLG0054,131,5.49,5.75,9,0,3,3,5,Not Placed,47.41
CLG0074,76,6.2,6.02,8,0,10,6,3,Placed,29.41
CLG0074,71,7.03,7.02,5,0,10,7,5,Placed,28.35
CLG0030,128,9.33,9.78,7,0,8,3,2,Not Placed,49.04
CLG0001,105,9.69,10.14,4,0,1,10,4,Placed,41.61
CLG0095,86,9.96,9.77,10,0,5,2,5,Placed,35.24
CLG0099,108,9.8,10.11,5,0,3,3,4,Placed,42.64
CLG0029,60,5.03,5.12,4,0,3,1,1,Not Placed,23.38
CLG0013,100,5.24,5.72,3,0,5,7,2,Not Placed,36.99
CLG0073,104,5.74,5.72,1,0,9,4,4,Not Placed,38.49
CLG0043,113,6.74,7.01,5,0,3,3,2,Placed,42.25
CLG0041,84,9.15,9.42,2,0,8,6,2,Not Placed,34.19
CLG0075,101,9.46,9.46,6,0,7,3,4,Placed,39.97
CLG0088,86,5.93,6.23,5,0,7,10,5,Not Placed,32.72
CLG0089,103,8.1,7.86,2,0,4,3,2,Placed,39.65
CLG0058,86,9.59,9.21,8,0,5,9,5,Placed,34.93
CLG0077,93,7.32,7.25,5,0,0,2,0,Placed,35.86
CLG0014,85,5.52,5.96,2,0,0,5,1,Not Placed,32.16
CLG0041,109,7.29,7.29,1,0,8,10,2,Placed,41.19
CLG0067,112,6.88,7.02,2,0,3,10,2,Not Placed,41.97
CLG0054,96,7.89,8.01,1,0,2,2,0,Not Placed,37.3
CLG0006,100,7.19,6.82,10,0,4,6,3,Not Placed,38.0
CLG0046,78,5.09,4.98,10,0,8,4,2,Placed,29.36
CLG0077,95,9.97,10.18,3,0,8,7,4,Not Placed,38.38
CLG0001,99,7.72,8.19,3,0,2,1,5,Not Placed,38.3
CLG0029,139,7.37,7.04,10,0,6,8,5,Not Placed,51.14
CLG0078,83,9.77,9.68,1,0,2,2,3,Placed,34.15
CLG0076,121,5.78,5.38,7,0,2,4,5,Not Placed,44.05
CLG0026,114,5.95,5.69,10,0,3,7,5,Not Placed,41.88
CLG0058,104,9.04,8.92,7,0,1,8,5,Not Placed,40.65
CLG0087,126,6.3,6.34,9,0,5,9,3,Not Placed,46.21
CLG0003,105,9.0,8.73,5,0,4,5,0,Placed,40.91
CLG0060,105,6.36,6.09,4,0,9,9,4,Placed,39.15
CLG0014,99,5.17,5.45,5,0,9,9,5,Not Placed,36.54
CLG0098,118,7.59,8.05,8,0,1,3,3,Not Placed,44.55
CLG0023,116,5.98,5.8,8,0,9,7,2,Placed,42.59
CLG0062,90,8.79,8.98,4,0,1,8,0,Not Placed,35.92
CLG0010,80,8.21,7.97,8,0,1,1,0,Placed,32.06
CLG0004,96,9.62,10.05,4,0,3,10,0,Placed,38.56
CLG0039,87,8.91,9.08,4,0,2,5,5,Not Placed,35.0
CLG0074,99,5.9,6.2,8,0,8,1,1,Not Placed,37.03
CLG0088,118,9.0,8.55,2,0,4,3,3,Not Placed,45.18
CLG0034,93,8.21,8.31,4,0,0,2,5,Placed,36.51
CLG0088,99,8.34,8.37,1,0,1,2,4,Placed,38.57
CLG0025,100,9.16,8.95,1,0,6,4,4,Placed,39.37
CLG0052,112,7.87,7.63,8,0,7,5,1,Not Placed,42.5
CLG0015,66,7.33,7.41,4,0,5,1,5,Placed,26.91
CLG0012,90,8.18,8.39,6,0,6,6,2,Placed,35.52
CLG0001,103,6.49,6.02,5,0,1,5,3,Placed,38.5
CLG0009,118,5.91,5.98,10,0,5,4,0,Placed,43.3
CLG0059,92,8.08,7.75,6,0,5,6,1,Placed,35.94
CLG0014,71,6.17,5.81,4,0,3,2,1,Placed,27.66
CLG0031,109,5.4,5.52,4,0,10,8,3,Placed,39.97
CLG0088,90,5.0,4.81,7,0,3,6,4,Placed,33.27
CLG0053,82,8.04,7.98,1,0,1,3,5,Placed,32.67
CLG0063,90,6.81,6.67,9,0,2,4,3,Placed,34.49
CLG0010,97,8.76,8.91,10,0,9,2,4,Not Placed,38.22
CLG0043,90,6.88,6.85,3,0,5,4,3,Not Placed,34.58
CLG0018,66,7.43,7.89,4,0,3,9,4,Placed,27.11
CLG0067,113,7.04,6.89,9,0,2,4,5,Not Placed,42.31
CLG0059,119,8.25,8.49,5,0,0,8,1,Not Placed,45.25
CLG0076,109,6.78,6.54,4,0,10,3,4,Placed,40.77
CLG0099,82,9.82,9.83,6,0,10,5,3,Not Placed,33.88
CLG0023,96,9.68,9.73,1,0,10,2,2,Not Placed,38.47
CLG0086,99,9.24,9.07,10,0,2,9,3,Placed,39.1
CLG0075,108,9.6,9.57,1,0,0,9,1,Placed,42.39
CLG0046,110,7.25,7.03,5,0,3,10,4,Not Placed,41.43
CLG0049,88,7.68,7.19,5,0,3,7,4,Placed,34.29
CLG0023,101,8.71,8.43,9,0,10,2,4,Not Placed,39.38
CLG0012,106,8.48,8.68,1,0,0,4,1,Placed,41.05
CLG0029,121,9.45,9.72,3,0,6,6,5,Not Placed,46.72
CLG0089,110,8.58,8.36,3,0,4,9,3,Not Placed,42.31
CLG0088,111,9.99,9.9,4,0,0,6,4,Not Placed,43.63
CLG0059,101,6.74,6.28,7,0,4,4,2,Placed,38.01
CLG0053,121,9.16,8.9,7,0,6,1,5,Not Placed,46.35
CLG0068,106,8.49,8.77,10,0,5,7,2,Not Placed,41.09
CLG0063,87,8.46,8.57,5,0,9,7,0,Not Placed,34.68
CLG0029,121,6.63,6.34,9,0,4,6,2,Not Placed,44.66
CLG0003,110,8.93,8.69,7,0,7,3,0,Placed,42.54
CLG0095,93,9.5,9.82,2,0,8,5,4,Not Placed,37.44
CLG0089,92,6.09,5.8,3,0,0,7,1,Placed,34.63
CLG0037,104,8.13,7.96,7,0,5,6,1,Placed,40.03
CLG0063,106,6.96,7.12,5,0,1,7,1,Not Placed,40.03
CLG0023,102,9.95,10.01,7,0,7,5,4,Not Placed,40.65
CLG0049,104,7.39,7.35,9,0,4,1,4,Not Placed,39.58
CLG0086,125,6.14,6.54,9,0,0,10,3,Not Placed,45.89
CLG0093,116,6.91,6.63,3,0,4,5,5,Placed,43.18
CLG0100,102,8.27,8.51,8,0,9,2,2,Not Placed,39.59
CLG0077,114,5.38,5.04,6,0,4,10,4,Not Placed,41.47
CLG0003,84,8.02,8.14,4,0,1,10,2,Placed,33.39
CLG0022,105,9.66,10.03,4,0,3,2,1,Not Placed,41.56
CLG0036,127,9.25,9.21,4,0,5,4,2,Not Placed,48.49
CLG0010,96,5.34,5.56,7,0,0,6,3,Placed,35.63
CLG0009,87,9.97,10.29,6,0,10,5,1,Not Placed,35.75
CLG0056,90,8.49,8.13,2,0,8,7,2,Not Placed,35.54
CLG0055,83,5.81,6.02,5,0,6,10,3,Not Placed,31.61
CLG0019,88,5.06,5.48,5,0,5,8,5,Placed,32.85
CLG0072,94,5.86,5.94,6,0,0,10,2,Not Placed,35.27
CLG0033,78,9.19,8.88,7,0,7,1,3,Not Placed,32.02
CLG0020,100,5.11,4.74,8,0,7,8,2,Not Placed,36.62
CLG0094,113,6.17,5.93,10,0,3,3,1,Placed,41.7
CLG0035,86,8.79,8.39,8,0,3,10,1,Not Placed,34.39
CLG0031,122,7.93,7.94,5,0,0,10,0,Placed,45.96
CLG0083,107,8.91,8.48,2,0,8,2,3,Placed,41.46
CLG0050,115,8.73,8.45,10,0,7,2,2,Not Placed,44.06
CLG0046,90,5.25,5.19,8,0,9,5,5,Placed,33.48
CLG0078,112,9.46,9.43,6,0,6,2,2,Not Placed,43.63
CLG0010,83,6.14,6.21,3,0,1,4,2,Placed,31.78
CLG0067,113,7.77,7.98,4,0,6,3,4,Placed,42.92
CLG0034,102,8.22,7.77,1,0,3,8,3,Placed,39.33
CLG0051,108,5.84,5.42,3,0,2,9,2,Not Placed,39.75
CLG0092,82,9.88,9.44,4,0,10,6,0,Not Placed,33.77
CLG0083,86,7.44,7.36,2,0,9,4,1,Not Placed,33.6
CLG0039,108,5.29,4.83,6,0,3,2,4,Placed,39.37
CLG0090,85,9.69,9.94,8,0,9,8,4,Placed,34.88
CLG0068,106,7.93,7.65,6,0,5,3,1,Placed,40.53
CLG0012,79,8.5,8.94,10,0,6,2,5,Placed,32.15
CLG0026,112,7.63,7.62,3,0,1,4,5,Placed,42.42
CLG0071,81,9.17,9.12,9,0,6,2,4,Placed,33.1
CLG0067,108,5.17,5.45,4,0,9,3,0,Not Placed,39.54
CLG0090,109,6.34,6.55,6,0,1,9,0,Not Placed,40.63
CLG0002,89,7.35,7.46,4,0,10,7,1,Not Placed,34.6
CLG0012,108,5.38,5.82,4,0,1,1,3,Placed,39.73
CLG0059,103,8.53,8.45,2,0,0,10,5,Not Placed,39.99
CLG0032,91,6.97,7.28,10,0,10,5,4,Placed,35.08
CLG0051,84,6.36,6.24,2,0,6,5,2,Placed,32.2
CLG0011,70,5.02,5.36,2,0,0,9,5,Not Placed,26.79
CLG0032,105,8.6,8.36,2,0,2,1,2,Not Placed,40.65
CLG0064,76,9.17,8.96,8,0,10,1,0,Not Placed,31.38
CLG0045,101,6.98,7.16,10,0,7,10,3,Placed,38.38
CLG0079,96,7.82,7.53,4,0,0,7,3,Placed,37.12
CLG0054,110,6.14,5.87,4,0,5,7,5,Placed,40.67
CLG0006,95,8.11,7.92,10,0,1,8,4,Placed,37.01
CLG0026,95,5.06,5.24,10,0,8,4,5,Placed,35.1
CLG0008,110,7.44,7.83,3,0,1,7,4,Placed,41.76
CLG0008,105,8.22,8.39,5,0,5,6,1,Not Placed,40.54
CLG0038,104,9.59,9.92,4,0,3,1,0,Placed,41.17
CLG0008,107,6.91,6.95,7,0,8,2,1,Not Placed,40.29
CLG0017,76,8.83,8.4,10,0,0,8,1,Placed,31.08
CLG0083,111,7.99,7.59,7,0,0,6,3,Not Placed,42.19
CLG0003,109,9.64,9.69,6,0,9,7,4,Not Placed,42.78
CLG0041,84,6.99,6.82,7,0,2,8,2,Placed,32.6
CLG0073,96,6.6,6.32,7,0,10,5,1,Not Placed,36.31
CLG0053,99,9.44,9.41,8,0,5,5,0,Placed,39.28
CLG0097,97,5.25,5.42,1,0,2,2,1,Not Placed,35.89
CLG0096,105,5.68,5.56,3,0,6,4,2,Placed,38.75
CLG0096,121,5.41,5.71,3,0,8,2,2,Placed,44.04
CLG0070,116,9.22,9.46,5,0,9,7,0,Placed,44.89
CLG0062,80,5.05,5.28,10,0,1,9,5,Not Placed,30.11
CLG0053,109,9.31,9.8,7,0,3,2,2,Placed,42.7
CLG0059,119,7.26,7.06,10,0,2,4,2,Placed,44.44
CLG0093,105,5.02,5.16,6,0,5,8,5,Placed,38.39
CLG0081,116,7.01,7.37,4,0,4,9,2,Not Placed,43.46
CLG0083,130,5.93,6.01,6,0,2,4,1,Placed,47.31
CLG0095,115,8.12,8.41,7,0,8,8,0,Placed,43.84
CLG0083,103,8.4,8.31,4,0,7,7,1,Not Placed,39.9
CLG0023,115,7.44,7.53,8,0,2,5,5,Not Placed,43.32
CLG0047,102,5.2,4.76,5,0,9,4,0,Placed,37.32
CLG0035,100,8.28,8.77,3,0,4,6,2,Placed,39.02
CLG0014,94,9.21,9.51,2,0,4,6,2,Placed,37.57
CLG0065,123,8.6,8.97,1,0,4,2,4,Placed,46.86
CLG0097,87,9.15,9.34,4,0,7,3,2,Placed,35.16
CLG0049,122,6.0,5.69,2,0,2,6,0,Placed,44.56
CLG0036,107,9.44,8.97,3,0,2,4,3,Placed,41.8
CLG0001,79,6.61,6.97,1,0,7,3,0,Not Placed,30.86
CLG0084,105,5.07,4.97,6,0,8,4,2,Not Placed,38.35
CLG0022,68,9.22,8.98,4,0,4,6,2,Placed,28.73
CLG0035,109,9.71,9.77,5,0,9,3,3,Not Placed,42.83
CLG0003,113,8.28,8.2,8,0,7,1,2,Not Placed,43.16
CLG0012,91,6.16,6.31,4,0,4,6,4,Placed,34.49
CLG0037,101,6.26,6.24,6,0,3,2,3,Placed,37.83
CLG0058,129,7.33,7.53,3,0,1,9,1,Not Placed,47.95
CLG0077,92,9.49,9.84,8,0,10,6,5,Placed,37.11
CLG0012,84,5.75,5.45,3,0,3,1,4,Not Placed,31.73
CLG0002,122,9.13,8.96,7,0,1,4,0,Placed,46.7
CLG0084,129,6.46,6.4,7,0,6,5,5,Placed,47.29
CLG0065,100,9.04,9.5,3,0,6,8,5,Not Placed,39.51
CLG0058,115,9.6,9.47,3,0,8,3,4,Not Placed,44.69
CLG0060,120,7.14,7.02,10,0,3,9,4,Placed,44.72
CLG0041,88,6.83,6.98,10,0,4,9,2,Placed,33.94
CLG0035,92,9.01,8.93,8,0,10,10,1,Placed,36.65
CLG0088,118,7.65,8.1,3,0,3,5,3,Placed,44.58
CLG0090,125,8.42,8.81,2,0,3,4,5,Placed,47.41
CLG0011,108,8.11,8.12,5,0,4,7,4,Not Placed,41.41
CLG0052,86,5.76,5.9,7,0,2,9,5,Placed,32.55
CLG0052,129,9.22,8.78,8,0,8,6,2,Placed,49.0
CLG0062,92,5.98,6.18,1,0,6,7,4,Placed,34.72
CLG0063,94,9.66,9.87,2,0,0,1,1,Not Placed,37.84
CLG0015,105,6.25,6.11,7,0,0,4,3,Not Placed,39.12
CLG0070,123,8.67,8.39,9,0,0,2,2,Not Placed,46.69
CLG0040,112,6.42,6.84,3,0,2,1,4,Not Placed,41.75
CLG0009,106,6.59,6.52,8,0,8,7,1,Placed,39.7
CLG0070,106,6.55,6.7,10,0,7,10,0,Placed,39.75
CLG0017,100,8.74,8.27,3,0,8,4,0,Not Placed,39.0
CLG0023,108,7.78,7.69,4,0,4,2,1,Placed,41.16
CLG0058,62,9.41,9.73,2,0,6,5,5,Not Placed,27.05
CLG0095,95,6.54,6.43,9,0,9,7,3,Not Placed,35.99
CLG0080,103,8.46,8.56,5,0,8,2,4,Not Placed,40.01
